# Bris star catalog source data.
#
# AUTOGENERATED by scripts/import_bsc.py from the Yale Bright Star
# Catalogue (BSC5) at https://cdsarc.cds.unistra.fr/ftp/V/50/.
# Do not hand-edit; rerun the importer to refresh.
#
# Format: tab-separated, one star per line, '#' starts a comment.
# Columns:
#   hr           Yale BSC number (primary key).
#   hip          Hipparcos number, 0 if not cross-referenced.
#   name         Conventional name, spaces replaced by '_'.
#   ra_deg       Right ascension in decimal degrees, J2000.0.
#   dec_deg      Declination in decimal degrees, J2000.0.
#   pm_ra_mas    Proper motion in RA, mas/yr (dα/dt × cos δ).
#   pm_dec_mas   Proper motion in declination, mas/yr.
#   parallax_mas Trigonometric parallax in milliarcseconds.
#   vmag         Apparent visual magnitude.
#   nav57        '*' if one of the 57 standard navigational stars.
#
# hr	hip	name	ra_deg	dec_deg	pm_ra_mas	pm_dec_mas	parallax_mas	vmag	nav57
5558	0	HR5558	223.936250	-33.855833	20.00	0.00	7.00	5.32	
5559	0	HR5559	224.133333	-47.879167	-40.00	-20.00	0.00	5.64	
5560	0	HR5560	224.255833	-51.446944	-76.00	-9.00	0.00	6.64	
5561	0	HR5561	224.149167	-39.416111	-26.00	-24.00	0.00	6.36	
5562	0	HR5562	224.128750	-32.636667	-8.00	-28.00	0.00	6.06	
5563	0	7Bet_UMi	222.676250	74.155556	-31.00	12.00	39.00	2.08	
5564	0	15Xi_2Lib	224.192083	-11.409722	11.00	8.00	0.00	5.46	
5565	0	HR5565	224.306667	-29.157778	-27.00	-31.00	0.00	6.29	
5566	0	HR5566	224.536667	-48.863056	-7.00	-333.00	51.00	6.35	
5567	0	HR5567	224.055000	14.446389	-13.00	0.00	0.00	5.77	
5568	0	HR5568	224.366667	-21.415556	1045.00	-1729.00	173.00	5.74	
5569	0	HR5569	223.994583	32.300278	-43.00	4.00	0.00	6.12	
5570	0	16____Lib	224.295833	-4.346389	-94.00	-150.00	47.00	4.49	
5571	0	Bet_Lup	224.632917	-43.133889	-35.00	-39.00	0.00	2.68	
5572	0	HR5572	224.653333	-39.906667	-47.00	-63.00	0.00	6.15	
5573	0	HR5573	224.388750	-0.167500	62.00	-26.00	34.00	5.53	
5574	0	HR5574	224.265000	21.555278	-23.00	-28.00	0.00	6.49	
5575	0	HR5575	224.298750	16.388333	5.00	1.00	0.00	5.71	
5576	0	Kap_Cen	224.790417	-42.104167	-19.00	-24.00	0.00	3.13	
5577	0	59____Hya	224.663333	-27.657222	-42.00	-10.00	8.00	5.65	
5578	0	17____Lib	224.555833	-11.155000	-11.00	-14.00	0.00	6.60	
5579	0	HR5579	224.807917	-37.881389	-17.00	-20.00	0.00	6.47	
5580	0	HR5580	224.862917	-43.160000	-18.00	-13.00	0.00	6.10	
5581	0	HR5581	224.095833	49.628611	115.00	-223.00	27.00	5.63	
5582	0	18____Lib	224.723333	-11.144167	-101.00	-61.00	0.00	5.87	
5583	0	HR5583	224.720000	-4.989167	-357.00	-97.00	26.00	6.09	
5584	0	HR5584	224.846250	4.567778	5.00	-8.00	0.00	5.93	
5585	0	HR5585	225.304167	-38.058333	13.00	-34.00	0.00	5.89	
5586	0	19Del_Lib	225.243333	-8.518889	-63.00	-5.00	20.00	4.92	
5587	0	HR5587	225.492083	-34.358889	-25.00	-20.00	0.00	6.22	
5588	0	40____Boo	224.903750	39.265278	-32.00	42.00	0.00	5.64	
5589	0	HR5589	224.395833	65.932500	-79.00	32.00	10.00	4.60	
5590	0	HR5590	225.332500	-2.755000	27.00	-23.00	0.00	5.52	
5591	0	60____Hya	225.526667	-28.060556	85.00	-29.00	0.00	5.85	
5592	0	HR5592	225.218333	22.045556	10.00	6.00	0.00	6.38	
5593	0	Eta_Cir	226.200833	-64.031667	99.00	4.00	32.00	5.17	
5594	0	HR5594	225.453750	-0.140556	9.00	-24.00	2.00	5.71	
5595	0	HR5595	225.747083	-32.643333	-15.00	-21.00	0.00	5.44	
5596	0	HR5596	222.585000	82.511944	176.00	-222.00	16.00	5.64	
5597	0	HR5597	225.161250	47.277778	-9.00	24.00	0.00	6.37	
5598	0	HR5598	226.786250	-71.905278	23.00	-15.00	0.00	6.52	
5599	0	HR5599	225.687083	-3.031389	-39.00	-20.00	0.00	6.61	
5600	0	41Ome_Boo	225.527083	25.008056	-7.00	-51.00	25.00	4.81	
5601	0	110____Vir	225.725000	2.091389	-54.00	16.00	25.00	4.40	
5602	0	42Bet_Boo	225.486667	40.390556	-41.00	-28.00	37.00	3.50	
5603	0	20Sig_Lib	226.017500	-25.281944	-73.00	-43.00	64.00	3.29	
5604	0	HR5604	226.178750	-40.861389	-15.00	-39.00	0.00	6.41	
5605	0	Pi__Lup	226.280000	-47.051111	-20.00	-19.00	9.00	4.72	
5606	0	Pi__Lup	226.280000	-47.051111	-19.00	-19.00	9.00	4.82	
5607	0	HR5607	226.329583	-41.067222	20.00	-3.00	19.00	5.15	
5608	0	HR5608	225.362917	60.204444	-17.00	15.00	0.00	5.93	
5609	0	HR5609	225.775417	35.205833	-38.00	12.00	0.00	5.51	
5610	0	HR5610	226.026667	5.492500	-10.00	-41.00	17.00	6.50	
5611	0	HR5611	226.986667	-65.275556	7.00	-9.00	0.00	6.17	
5612	0	HR5612	225.777500	44.644444	-93.00	24.00	0.00	6.65	
5613	0	HR5613	225.902083	34.566111	-2.00	-16.00	0.00	6.59	
5614	0	HR5614	226.448750	-25.789722	-2.00	-20.00	0.00	6.67	
5615	0	HR5615	226.557917	-36.264167	-17.00	8.00	0.00	6.27	
5616	0	43Psi_Boo	226.111250	26.947500	-174.00	-6.00	18.00	4.54	
5617	0	HR5617	226.857917	-49.088333	14.00	17.00	0.00	5.77	
5618	0	44____Boo	225.947500	47.654444	-407.00	33.00	86.00	4.76	
5619	0	HR5619	226.638750	-30.918889	-16.00	-38.00	0.00	5.96	
5620	0	HR5620	226.612917	-22.031944	63.00	-58.00	0.00	6.17	
5621	0	HR5621	227.374583	-67.084167	-5.00	-1.00	0.00	5.76	
5622	0	21Nu__Lib	226.656667	-16.256944	-33.00	-22.00	20.00	5.20	
5623	0	HR5623	227.356250	-63.642778	-15.00	-18.00	0.00	6.28	
5624	0	HR5624	227.050417	-40.583889	-30.00	-32.00	0.00	5.79	
5625	0	HR5625	227.162917	-42.867778	-27.00	-18.00	0.00	5.85	
5626	0	Lam_Lup	227.210833	-45.279722	-16.00	-19.00	12.00	4.05	
5627	0	47____Boo	226.357500	48.151111	-66.00	31.00	26.00	5.57	
5628	0	HR5628	228.140833	-72.770278	-24.00	-7.00	0.00	6.01	
5629	0	HR5629	225.990833	65.919722	23.00	-7.00	0.00	6.13	
5630	0	HR5630	226.646250	36.455556	-63.00	28.00	0.00	6.35	
5631	0	HR5631	226.917917	5.498056	-3.00	-17.00	0.00	6.16	
5632	0	HR5632	227.685833	-61.422500	-198.00	-21.00	0.00	6.30	
5633	0	HR5633	226.835000	18.441667	43.00	-55.00	15.00	6.02	
5634	0	45____Boo	226.825417	24.869167	185.00	-165.00	64.00	4.93	
5635	0	HR5635	226.569583	54.556389	48.00	15.00	29.00	5.25	
5636	0	HR5636	227.531250	-38.792500	-6.00	-23.00	0.00	5.98	
5637	0	HR5637	227.816667	-55.346111	-2.00	-8.00	0.00	5.54	
5638	0	46____Boo	227.099167	26.301111	5.00	-14.00	0.00	5.67	
5639	0	HR5639	227.222500	13.235000	-56.00	64.00	0.00	6.10	
5640	0	HR5640	227.147917	25.108611	-8.00	-1.00	0.00	5.81	
5641	0	HR5641	227.577500	-26.332778	-32.00	-10.00	0.00	5.76	
5642	0	HR5642	227.895417	-45.277500	-9.00	14.00	0.00	6.44	
5643	0	HR5643	227.882917	-45.279444	25.00	-55.00	0.00	7.39	
5644	0	HR5644	228.579583	-70.079444	-1.00	-6.00	0.00	5.81	
5645	0	HR5645	228.254167	-61.743889	-10.00	-8.00	0.00	6.32	
5646	0	Kap1Lup	227.983750	-48.737778	-95.00	-49.00	0.00	3.87	
5647	0	Kap2Lup	227.990000	-48.743611	-103.00	-40.00	0.00	5.69	
5648	0	HR5648	227.081250	50.055000	-4.00	-18.00	0.00	6.39	
5649	0	Zet_Lup	228.071250	-52.099167	-112.00	-73.00	43.00	3.41	
5650	0	HR5650	228.130417	-48.218611	-14.00	-28.00	0.00	6.33	
5651	0	HR5651	228.206250	-44.500556	-34.00	-28.00	0.00	4.82	
5652	0	24Iot1Lib	228.055417	-19.791667	-36.00	-39.00	30.00	4.54	
5653	0	HR5653	228.280833	-36.091389	-43.00	-21.00	0.00	6.10	
5654	0	HR5654	228.017917	18.975833	-17.00	5.00	6.00	5.89	
5655	0	HR5655	228.322917	-24.008333	-11.00	-20.00	0.00	6.47	
5656	0	25Iot2Lib	228.330000	-19.647500	-51.00	-37.00	0.00	6.08	
5657	0	23____Lib	228.369583	-25.309167	-398.00	-71.00	34.00	6.45	
5658	0	HR5658	228.472083	-26.193611	-15.00	0.00	0.00	5.84	
5659	0	HR5659	228.181250	19.285833	-590.00	290.00	24.00	6.68	
5660	0	1____Lup	228.655417	-31.519167	-5.00	1.00	14.00	4.91	
5661	0	HR5661	229.151667	-60.903889	-26.00	0.00	0.00	5.73	
5662	0	26____Lib	228.640417	-17.768611	-22.00	-14.00	0.00	6.17	
5663	0	HR5663	228.974167	-48.074167	18.00	-32.00	0.00	5.95	
5664	0	Del_Cir	229.236250	-60.957500	-19.00	-9.00	0.00	5.09	
5665	0	HR5665	228.382917	22.983333	49.00	93.00	0.00	6.30	
5666	0	Eps_Cir	229.412083	-63.610556	1.00	8.00	4.00	4.86	
5667	0	HR5667	229.016667	-41.491111	-5.00	-6.00	-3.00	5.16	
5668	0	HR5668	229.043750	-43.484722	-7.00	3.00	0.00	6.04	
5669	0	HR5669	228.711250	-5.502778	-18.00	5.00	0.00	6.28	
5670	0	Bet_Cir	229.378333	-58.801111	-100.00	-137.00	53.00	4.07	
5671	0	Gam_TrA	229.727500	-68.679444	-72.00	-31.00	10.00	2.89	
5672	0	HR5672	227.683750	67.781389	1.00	0.00	0.00	6.17	
5673	0	HR5673	228.398333	38.264722	-10.00	-47.00	0.00	6.20	
5674	0	HR5674	228.525417	31.788056	43.00	-18.00	0.00	5.99	
5675	0	3____Ser	228.797500	4.939444	-18.00	5.00	21.00	5.33	
5676	0	48Chi_Boo	228.621667	29.164167	-66.00	30.00	26.00	5.26	
5677	0	HR5677	228.542917	42.171389	19.00	-14.00	0.00	6.13	
5678	0	HR5678	229.095833	-22.399444	-34.00	3.00	0.00	5.50	
5679	0	4____Ser	228.954583	0.372222	-107.00	15.00	20.00	5.63	
5680	0	HR5680	229.703750	-60.496389	-27.00	-2.00	0.00	5.46	
5681	0	49Del_Boo	228.875833	33.314722	86.00	-112.00	30.00	3.47	
5682	0	HR5682	229.539167	-41.060833	28.00	7.00	0.00	6.28	
5683	0	Mu__Lup	229.633333	-47.875000	-26.00	-38.00	13.00	4.27	
5684	0	HR5684	230.169583	-67.481389	-3.00	-8.00	0.00	6.28	
5685	0	27Bet_Lib	229.251667	-9.383056	-96.00	-19.00	-3.00	2.61	
5686	0	2____Lup	229.457917	-30.148889	-8.00	-10.00	18.00	4.34	
5687	0	HR5687	229.735000	-40.788333	-14.00	-24.00	0.00	5.59	
5688	0	HR5688	229.672083	-31.209444	-6.00	-8.00	0.00	6.18	
5689	0	HR5689	229.881667	-37.096667	-92.00	-124.00	0.00	6.20	
5690	0	HR5690	229.609167	-0.461389	6.00	-7.00	0.00	5.89	
5691	0	HR5691	228.659583	67.346667	221.00	-390.00	46.00	5.13	
5692	0	HR5692	229.602083	20.572778	-12.00	-20.00	0.00	5.70	
5693	0	HR5693	228.716250	68.945278	24.00	-9.00	0.00	6.51	
5694	0	5____Ser	229.828333	1.765278	374.00	-514.00	37.00	5.06	
5695	0	Del_Lup	230.342917	-40.647500	-15.00	-26.00	0.00	3.22	
5696	0	HR5696	230.397083	-40.749722	-10.00	-32.00	0.00	6.20	
5697	0	HR5697	230.375417	-38.219167	-13.00	-41.00	0.00	6.48	
5698	0	Nu_1Lup	230.534583	-47.927778	-140.00	-137.00	32.00	5.00	
5699	0	Nu_2Lup	230.450833	-48.317778	-1617.00	-277.00	66.00	5.65	
5700	0	HR5700	230.793333	-60.656944	-90.00	-20.00	0.00	5.67	
5701	0	28____Lib	230.223750	-18.158611	-11.00	-61.00	0.00	6.17	
5702	0	HR5702	229.875833	32.515278	-15.00	16.00	0.00	6.32	
5703	0	29Omi_Lib	230.255833	-15.548333	24.00	26.00	0.00	6.30	
5704	0	Gam_Cir	230.844583	-59.320833	-16.00	-38.00	10.00	4.51	
5705	0	Phi1Lup	230.451667	-36.261389	-89.00	-84.00	14.00	3.56	
5706	0	HR5706	230.196250	-2.413333	-253.00	-177.00	33.00	6.35	
5707	0	HR5707	230.281667	-5.824722	-50.00	-8.00	0.00	5.54	
5708	0	Eps_Lup	230.670417	-44.689444	-19.00	-13.00	9.00	3.37	
5709	0	1Omi_CrB	230.035417	29.616111	-120.00	-47.00	1.00	5.51	
5710	0	6____Ser	230.258333	0.715278	-42.00	-106.00	7.00	5.35	
5711	0	HR5711	230.278750	24.957778	-26.00	-26.00	0.00	6.39	
5712	0	Phi2Lup	230.789167	-36.858611	-18.00	-23.00	0.00	4.54	
5713	0	HR5713	231.561250	-68.309167	121.00	11.00	0.00	5.89	
5714	0	11____UMi	229.274583	71.823889	7.00	11.00	15.00	5.02	
5715	0	HR5715	230.021667	51.958611	14.00	12.00	0.00	5.66	
5716	0	HR5716	230.173333	44.434167	27.00	-106.00	0.00	6.19	
5717	0	7____Ser	230.596667	12.567500	-4.00	-4.00	0.00	6.28	
5718	0	50____Boo	230.452500	32.933889	-51.00	17.00	5.00	5.37	
5719	0	Ups_Lup	231.187083	-39.710278	-37.00	-47.00	8.00	5.37	
5720	0	HR5720	230.967500	-12.369444	-38.00	-39.00	0.00	5.72	
5721	0	8____Ser	230.932083	-1.022500	76.00	-30.00	0.00	6.12	
5722	0	HR5722	231.277500	-38.169444	-10.00	-29.00	0.00	7.03	
5723	0	31Eps_Lib	231.049583	-10.322222	-67.00	-154.00	35.00	4.94	
5724	0	HR5724	231.334167	-38.733611	-52.00	-16.00	12.00	4.60	
5725	0	HR5725	231.887917	-64.531389	-15.00	-19.00	0.00	5.71	
5726	0	HR5726	230.655833	39.581389	2.00	-15.00	0.00	5.50	
5727	0	2Eta_CrB	230.801250	30.287778	138.00	-187.00	61.00	5.58	
5728	0	2Eta_CrB	230.801250	30.287778	137.00	-187.00	61.00	6.08	
5729	0	Rho_Oct	235.820000	-84.465278	131.00	97.00	0.00	5.57	
5730	0	Kap1Aps	232.878333	-73.389444	-6.00	-13.00	0.00	5.49	
5731	0	HR5731	230.655417	62.047222	10.00	-34.00	0.00	5.98	
5732	0	HR5732	231.021250	45.271111	-14.00	8.00	0.00	6.01	
5733	0	51Mu_1Boo	231.122500	37.377222	-146.00	87.00	39.00	4.31	
5734	0	51Mu_2Boo	231.128750	37.347778	-144.00	94.00	39.00	6.50	
5735	0	13Gam_UMi	230.182083	71.833889	-19.00	20.00	3.00	3.05	
5736	0	HR5736	231.825833	-36.767778	-12.00	-35.00	0.00	5.45	
5737	0	HR5737	230.660000	63.341389	-13.00	-91.00	5.00	5.79	
5738	0	HR5738	232.113333	-51.597500	-7.00	5.00	0.00	6.10	
5739	0	9Tau1Ser	231.447500	15.428056	-13.00	-7.00	13.00	5.17	
5740	0	HR5740	231.472083	19.480833	-57.00	-6.00	0.00	6.27	
5741	0	HR5741	231.572500	34.335833	-114.00	56.00	0.00	5.46	
5742	0	HR5742	232.351250	-46.732778	-10.00	-6.00	5.00	5.24	
5743	0	32Zet1Lib	232.064167	-16.716389	17.00	-32.00	0.00	5.64	
5744	0	12Iot_Dra	231.232500	58.966111	-9.00	17.00	40.00	3.29	
5745	0	HR5745	231.912083	25.101667	7.00	-14.00	0.00	6.02	
5746	0	10____Ser	232.159167	1.842222	-83.00	-29.00	31.00	5.17	
5747	0	3Bet_CrB	231.957083	29.105833	-179.00	86.00	32.00	3.68	
5748	0	HR5748	231.635417	54.020000	48.00	-19.00	0.00	6.45	
5749	0	HR5749	232.651250	-20.728333	14.00	-19.00	0.00	6.22	
5750	0	34Zet3Lib	232.668333	-16.609444	18.00	1.00	0.00	5.82	
5751	0	HR5751	233.018333	-38.623056	-26.00	-89.00	0.00	6.25	
5752	0	HR5752	232.185417	47.201389	-15.00	-2.00	0.00	6.15	
5753	0	HR5753	232.959583	-32.881111	-12.00	-24.00	0.00	6.46	
5754	0	HR5754	231.920000	62.275556	33.00	-24.00	0.00	6.50	
5755	0	HR5755	231.964167	60.670278	-19.00	-2.00	0.00	5.90	
5756	0	HR5756	232.930833	-20.164722	-75.00	-28.00	0.00	6.22	
5757	0	HR5757	234.826250	-77.918056	-85.00	-123.00	0.00	6.18	
5758	0	HR5758	232.730833	8.579167	34.00	-3.00	0.00	6.57	
5759	0	HR5759	232.236667	55.195000	-7.00	36.00	0.00	6.43	
5760	0	HR5760	232.594583	31.286111	-24.00	-12.00	0.00	6.46	
5761	0	HR5761	232.616250	36.804167	-59.00	23.00	0.00	6.37	
5762	0	HR5762	233.152917	-19.670556	-21.00	-35.00	18.00	5.52	
5763	0	52Nu_1Boo	232.732500	40.833056	11.00	-7.00	20.00	5.02	
5764	0	35Zet4Lib	233.230000	-16.852778	-11.00	-14.00	0.00	5.50	
5765	0	HR5765	233.287917	-24.489444	-3.00	-38.00	0.00	7.00	
5766	0	HR5766	234.072500	-65.613333	-92.00	-63.00	0.00	6.51	
5767	0	HR5767	233.506667	-40.066111	-55.00	-25.00	0.00	5.82	
5768	0	HR5768	232.338333	62.099722	-24.00	-1.00	0.00	6.38	
5769	0	HR5769	232.843333	36.616389	6.00	-31.00	0.00	6.38	
5770	0	12Tau2Ser	233.040417	16.056111	1.00	9.00	0.00	6.22	
5771	0	Eps_TrA	234.180000	-66.316944	23.00	-55.00	38.00	4.11	
5772	0	11____Ser	233.241250	-1.186389	-17.00	-42.00	0.00	5.51	
5773	0	HR5773	233.587083	-39.349444	-28.00	-47.00	0.00	6.36	
5774	0	53Nu_2Boo	232.945833	40.899444	-17.00	-9.00	20.00	5.02	
5775	0	36____Lib	233.655417	-28.046944	14.00	-33.00	11.00	5.15	
5776	0	Gam_Lup	233.785417	-41.166944	-15.00	-28.00	8.00	2.78	
5777	0	37____Lib	233.544583	-10.064444	309.00	-234.00	27.00	4.62	
5778	0	4The_CrB	233.232500	31.359167	-19.00	-11.00	27.00	4.14	
5779	0	HR5779	233.586667	-5.695000	-95.00	11.00	0.00	6.51	
5780	0	HR5780	233.610833	-9.183333	-16.00	-23.00	0.00	5.17	
5781	0	HR5781	233.971667	-44.958611	-25.00	-30.00	14.00	4.54	
5782	0	Kap2Aps	235.088333	-73.446667	-21.00	-24.00	0.00	5.65	
5783	0	HR5783	233.470000	17.137778	-42.00	-38.00	0.00	6.45	
5784	0	HR5784	234.050417	-44.396944	-45.00	-57.00	17.00	5.43	
5785	0	HR5785	232.732083	64.208611	-117.00	81.00	2.00	5.79	
5786	0	HR5786	235.477500	-76.081944	-18.00	-41.00	0.00	5.95	
5787	0	38Gam_Lib	233.881667	-14.789444	65.00	9.00	41.00	3.91	
5788	0	13Del_Ser	233.700417	10.537500	-74.00	-5.00	21.00	3.80	
5789	0	13Del_Ser	233.700417	10.539167	-74.00	12.00	21.00	3.80	
5790	0	HR5790	234.047500	-33.092778	-16.00	-17.00	0.00	6.24	
5791	0	HR5791	233.769167	1.668889	-74.00	-35.00	0.00	6.56	
5792	0	HR5792	235.047917	-70.227778	-49.00	-60.00	0.00	6.44	
5793	0	5Alp_CrB	233.672083	26.714722	121.00	-89.00	45.00	2.23	
5794	0	39Ups_Lib	234.256250	-28.135000	-9.00	3.00	44.00	3.58	
5795	0	15Tau3Ser	233.888333	17.655556	-79.00	-14.00	0.00	6.12	
5796	0	HR5796	233.972500	11.265556	-30.00	-12.00	0.00	6.07	
5797	0	Ome_Lup	234.513333	-42.567500	-153.00	57.00	17.00	4.33	
5798	0	HR5798	234.706250	-52.372778	-36.00	-35.00	15.00	5.44	
5799	0	14____Ser	234.140417	-0.561667	-27.00	-22.00	0.00	6.51	
5800	0	6Mu__CrB	233.812500	39.010000	29.00	6.00	3.00	5.11	
5801	0	HR5801	234.368750	-26.280000	-10.00	-23.00	0.00	6.19	
5802	0	16____Ser	234.123333	10.010000	45.00	-129.00	30.00	5.26	
5803	0	HR5803	234.985417	-59.908333	-122.00	-220.00	29.00	5.95	
5804	0	18Tau5Ser	234.122083	16.118889	76.00	-7.00	0.00	5.93	
5805	0	HR5805	234.636250	-39.160833	-13.00	-32.00	0.00	6.57	
5806	0	HR5806	234.450417	-23.141667	-22.00	-80.00	0.00	5.78	
5807	0	HR5807	234.676250	-39.128056	23.00	-8.00	0.00	6.04	
5808	0	HR5808	233.955417	38.373889	29.00	-6.00	0.00	6.42	
5809	0	HR5809	234.565417	-28.206667	3.00	-26.00	0.00	6.32	
5810	0	HR5810	234.567917	-21.016111	68.00	-60.00	0.00	5.84	
5811	0	HR5811	233.817917	53.921944	-11.00	-4.00	0.00	5.97	
5812	0	40Tau_Lib	234.664167	-29.777778	-15.00	-30.00	0.00	3.66	
5813	0	HR5813	234.222500	29.991111	87.00	-60.00	0.00	6.52	
5814	0	41____Lib	234.727083	-19.301944	85.00	-76.00	0.00	5.38	
5815	0	HR5815	234.666667	-8.794444	22.00	-14.00	11.00	6.50	
5816	0	HR5816	234.667083	-8.791111	28.00	-18.00	11.00	6.48	
5817	0	HR5817	234.017083	52.069722	-22.00	82.00	0.00	6.74	
5818	0	HR5818	233.987917	54.630556	-35.00	-10.00	0.00	5.74	
5819	0	HR5819	234.838750	-23.150278	-36.00	-29.00	0.00	6.34	
5820	0	3Psi1Lup	234.941667	-34.411944	4.00	-15.00	32.00	4.67	
5821	0	HR5821	235.242917	-47.735556	-27.00	-25.00	0.00	6.23	
5822	0	HR5822	235.064167	-31.213611	-61.00	-20.00	0.00	6.34	
5823	0	54Phi_Boo	234.456667	40.353333	63.00	62.00	21.00	5.24	
5824	0	42____Lib	235.070417	-23.818056	-13.00	-12.00	49.00	4.96	
5825	0	HR5825	235.297083	-44.661111	-177.00	-262.00	60.00	4.64	
5826	0	15The_UMi	232.853750	77.349444	-49.00	10.00	21.00	4.96	
5827	0	HR5827	234.703750	34.675000	-6.00	-16.00	0.00	6.11	
5828	0	HR5828	234.383333	54.508889	-37.00	-15.00	0.00	5.87	
5829	0	HR5829	232.295833	80.448611	-228.00	113.00	39.00	6.58	
5830	0	HR5830	234.567500	46.797778	90.00	-126.00	9.00	5.75	
5831	0	HR5831	235.043333	12.053056	-7.00	-7.00	0.00	6.25	
5832	0	HR5832	235.655000	-49.489444	-4.00	-18.00	0.00	6.04	
5833	0	7Zet1CrB	234.842500	36.636667	-14.00	-13.00	15.00	6.00	
5834	0	7Zet2CrB	234.844583	36.635833	-13.00	-6.00	15.00	5.07	
5835	0	HR5835	234.642917	50.423333	5.00	-38.00	0.00	5.84	
5836	0	HR5836	235.979583	-60.287222	-17.00	-5.00	0.00	6.48	
5837	0	HR5837	235.659583	-37.425000	-48.00	-21.00	8.00	5.24	
5838	0	43Kap_Lib	235.486667	-19.678889	-37.00	-103.00	40.00	4.74	
5839	0	4Psi2Lup	235.670833	-34.710556	-21.00	-29.00	0.00	4.75	
5840	0	19Tau6Ser	235.246667	16.024722	28.00	-13.00	0.00	6.01	
5841	0	HR5841	234.789583	57.924444	-5.00	11.00	0.00	6.45	
5842	0	21Iot_Ser	235.387917	19.670278	-57.00	-46.00	11.00	4.52	
5843	0	20Chi_Ser	235.447500	12.847500	40.00	-3.00	32.00	5.33	
5844	0	HR5844	234.412917	69.283333	-47.00	58.00	0.00	5.62	
5845	0	22Tau7Ser	235.477917	18.463889	-72.00	53.00	21.00	5.81	
5846	0	HR5846	236.094167	-41.819444	-28.00	-47.00	0.00	5.94	
5847	0	HR5847	235.853750	-15.043333	-4.00	-96.00	0.00	6.31	
5848	0	44Eta_Lib	236.018333	-15.672778	-34.00	-66.00	0.00	5.41	
5849	0	8Gam_CrB	235.685833	26.295556	-105.00	45.00	33.00	3.84	
5850	0	HR5850	235.794167	13.667778	-10.00	-32.00	2.00	6.48	
5851	0	HR5851	236.973333	-65.442500	-5.00	-42.00	0.00	6.18	
5852	0	HR5852	236.973750	-65.442500	-5.00	-42.00	0.00	6.39	
5853	0	23Psi_Ser	236.007500	2.515000	-54.00	-151.00	46.00	5.88	
5854	0	24Alp_Ser	236.067083	6.425556	137.00	47.00	53.00	2.65	
5855	0	9Pi__CrB	235.997083	32.515833	-32.00	-10.00	0.00	5.56	
5856	0	HR5856	236.553333	-28.061667	-67.00	-26.00	0.00	6.51	
5857	0	HR5857	235.711250	52.360833	-67.00	32.00	10.00	5.51	
5858	0	26Tau8Ser	236.175417	17.264167	-26.00	0.00	0.00	6.14	
5859	0	HR5859	236.347917	5.446944	27.00	-15.00	0.00	5.58	
5860	0	HR5860	236.684167	-34.682500	-21.00	-28.00	0.00	5.61	
5861	0	HR5861	236.415417	0.891389	43.00	8.00	0.00	6.33	
5862	0	HR5862	236.855833	-40.194167	-176.00	-37.00	0.00	6.42	
5863	0	25____Ser	236.523333	-1.804444	-27.00	-38.00	0.00	5.40	
5864	0	HR5864	236.870833	-37.916389	-430.00	-217.00	75.00	6.01	
5865	0	HR5865	237.209583	-52.438056	-7.00	-2.00	0.00	6.07	
5866	0	HR5866	236.689167	-6.120278	-9.00	-2.00	0.00	6.24	
5867	0	28Bet_Ser	236.547083	15.421944	67.00	-45.00	41.00	3.67	
5868	0	27Lam_Ser	236.610833	7.353056	-223.00	-67.00	94.00	4.43	
5869	0	HR5869	237.528750	-53.209444	-48.00	-30.00	0.00	5.77	
5870	0	31Ups_Ser	236.822083	14.115278	-60.00	39.00	0.00	5.71	
5871	0	HR5871	237.489583	-48.911944	-32.00	-1.00	0.00	5.84	
5872	0	HR5872	237.567917	-45.401667	45.00	-33.00	0.00	6.12	
5873	0	HR5873	237.778333	-55.055833	-1.00	-14.00	0.00	5.73	
5874	0	HR5874	237.055417	13.788611	-6.00	-116.00	0.00	6.00	
5875	0	HR5875	237.236667	-3.818611	-33.00	9.00	0.00	5.53	
5876	0	HR5876	238.236250	-65.152500	35.00	8.00	0.00	6.54	
5877	0	HR5877	237.008333	31.735833	32.00	-41.00	0.00	6.44	
5878	0	HR5878	236.645000	55.474722	-125.00	76.00	0.00	5.92	
5879	0	35Kap_Ser	237.185000	18.141667	-51.00	-88.00	21.00	4.09	
5880	0	HR5880	237.143333	28.156667	-2.00	-15.00	10.00	5.85	
5881	0	32Mu__Ser	237.405000	-3.430278	-86.00	-24.00	7.00	3.53	
5882	0	HR5882	237.881250	-47.060556	-112.00	-30.00	0.00	6.01	
5883	0	5Chi_Lup	237.739583	-33.627222	-6.00	-30.00	0.00	3.95	
5884	0	HR5884	238.345000	-62.606944	-11.00	-23.00	0.00	6.19	
5885	0	1____Sco	237.744583	-25.751389	-18.00	-24.00	0.00	4.64	
5886	0	HR5886	236.666667	62.599444	39.00	-55.00	18.00	5.19	
5887	0	HR5887	236.908333	55.376667	11.00	10.00	13.00	5.86	
5888	0	34Ome_Ser	237.572917	2.196389	31.00	-51.00	27.00	5.23	
5889	0	10Del_CrB	237.398750	26.068333	-76.00	-63.00	14.00	4.63	
5890	0	HR5890	238.214583	-50.615278	15.00	11.00	0.00	6.60	
5891	0	Kap_TrA	238.873333	-68.603056	-12.00	-3.00	7.00	5.09	
5892	0	37Eps_Ser	237.704167	4.477778	128.00	63.00	41.00	3.71	
5893	0	HR5893	238.053333	-29.886667	-135.00	-89.00	0.00	6.40	
