# Bris star catalog source data.
#
# AUTOGENERATED by scripts/import_bsc.py from the Yale Bright Star
# Catalogue (BSC5) at https://cdsarc.cds.unistra.fr/ftp/V/50/.
# Do not hand-edit; rerun the importer to refresh.
#
# Format: tab-separated, one star per line, '#' starts a comment.
# Columns:
#   hr           Yale BSC number (primary key).
#   hip          Hipparcos number, 0 if not cross-referenced.
#   name         Conventional name, spaces replaced by '_'.
#   ra_deg       Right ascension in decimal degrees, J2000.0.
#   dec_deg      Declination in decimal degrees, J2000.0.
#   pm_ra_mas    Proper motion in RA, mas/yr (dα/dt × cos δ).
#   pm_dec_mas   Proper motion in declination, mas/yr.
#   parallax_mas Trigonometric parallax in milliarcseconds.
#   vmag         Apparent visual magnitude.
#   nav57        '*' if one of the 57 standard navigational stars.
#
# hr	hip	name	ra_deg	dec_deg	pm_ra_mas	pm_dec_mas	parallax_mas	vmag	nav57
2445	0	HR2445	99.213750	-41.556944	8.00	8.00	0.00	6.34	
2446	0	HR2446	99.307500	-36.990556	-14.00	17.00	0.00	5.71	
2447	0	HR2447	99.448333	-32.339722	105.00	68.00	17.00	5.27	
2448	0	HR2448	99.647500	-16.873611	-8.00	-23.00	0.00	6.03	
2449	0	HR2449	99.948333	12.983056	-34.00	-1.00	0.00	5.97	
2450	0	HR2450	99.819583	-14.145833	4.00	-4.00	-3.00	4.82	
2451	0	Nu__Pup	99.440417	-43.196111	2.00	-6.00	0.00	3.17	
2452	0	HR2452	100.407083	35.931944	-17.00	-22.00	0.00	6.46	
2453	0	25____Gem	100.337500	28.196389	8.00	-9.00	0.00	6.42	
2454	0	HR2454	100.132500	6.371667	-29.00	12.00	0.00	6.51	
2455	0	HR2455	99.901250	-23.695556	13.00	-2.00	0.00	6.05	
2456	0	15____Mon	100.244583	9.895556	3.00	-6.00	-4.00	4.66	
2457	0	HR2457	100.340833	16.397500	-22.00	-8.00	0.00	6.28	
2458	0	HR2458	100.321667	11.003333	-2.00	9.00	0.00	6.11	
2459	0	55Psi4Aur	100.770833	44.524444	-42.00	-28.00	19.00	5.02	
2460	0	HR2460	99.927917	-30.470278	-6.00	-182.00	19.00	5.71	
2461	0	HR2461	100.272500	0.495278	-16.00	-3.00	0.00	5.79	
2462	0	HR2462	99.656667	-48.220278	8.00	12.00	12.00	4.93	
2463	0	HR2463	101.048333	53.296389	50.00	-177.00	0.00	6.27	
2464	0	HR2464	100.807500	37.146944	36.00	-41.00	0.00	6.19	
2465	0	HR2465	99.987083	-38.158889	56.00	-27.00	0.00	6.58	
2466	0	26____Gem	100.601250	17.645278	5.00	-87.00	0.00	5.21	
2467	0	HR2467	100.497083	6.345000	10.00	-6.00	0.00	6.37	
2468	0	HR2468	99.502500	-61.533056	-11.00	84.00	0.00	6.18	
2469	0	HR2469	100.485000	-9.167222	43.00	-40.00	31.00	5.19	
2470	0	12____Lyn	101.558750	59.441667	-23.00	-2.00	11.00	4.87	
2471	0	HR2471	101.052500	36.109722	14.00	14.00	0.00	6.31	
2473	0	27Eps_Gem	100.982917	25.131111	-6.00	-13.00	17.00	2.98	
2474	0	HR2474	100.777083	3.033333	-1.00	-21.00	0.00	6.19	
2475	0	HR2475	100.308750	-40.349722	-14.00	15.00	0.00	6.12	
2476	0	HR2476	100.205417	-47.674722	-8.00	-9.00	0.00	6.65	
2477	0	13____Lyn	101.706250	57.169167	12.00	-38.00	0.00	5.35	
2478	0	30____Gem	100.997083	13.227778	-3.00	-58.00	7.00	4.49	
2479	0	HR2479	100.911250	3.932222	6.00	-6.00	0.00	5.90	
2480	0	28____Gem	101.189583	28.970833	-4.00	-26.00	0.00	5.44	
2481	0	HR2481	100.690833	-22.449167	-85.00	78.00	0.00	6.13	
2482	0	HR2482	100.568333	-38.398611	-15.00	5.00	3.00	6.29	
2483	0	56Psi5Aur	101.684583	43.577500	-2.00	165.00	68.00	5.25	
2484	0	31Xi__Gem	101.322500	12.895556	-116.00	-191.00	55.00	3.36	
2485	0	HR2485	102.053750	55.704444	57.00	-101.00	32.00	6.33	
2486	0	HR2486	102.051250	55.704444	58.00	-101.00	32.00	6.28	
2487	0	57Psi6Aur	101.915000	48.789444	-1.00	6.00	0.00	5.22	
2488	0	HR2488	100.847083	-39.193333	-1.00	-19.00	0.00	6.30	
2489	0	32____Gem	101.475833	12.693611	1.00	2.00	0.00	6.46	
2490	0	42____Cam	102.737917	67.571944	2.00	2.00	10.00	5.14	
2491	0	9Alp_CMa	101.287083	-16.716111	-553.00	-1205.00	375.00	-1.46	*
2492	0	10____CMa	101.118333	-31.070556	-15.00	8.00	0.00	5.20	
2493	0	HR2493	101.216250	-27.341389	-11.00	308.00	62.00	6.45	
2494	0	16____Mon	101.635000	8.587222	-6.00	-7.00	0.00	5.93	
2495	0	HR2495	101.347083	-23.461944	-38.00	42.00	0.00	6.05	
2497	0	HR2497	101.260000	-30.586111	-26.00	17.00	0.00	6.54	
2498	0	HR2498	101.497083	-14.796111	-25.00	-17.00	24.00	5.32	
2499	0	HR2499	101.847917	18.193333	3.00	-43.00	16.00	6.20	
2500	0	HR2500	101.345000	-31.793611	-220.00	-320.00	51.00	5.92	
2501	0	HR2501	101.380417	-30.948889	10.00	2.00	5.00	5.80	
2502	0	HR2502	101.662500	-10.107222	-17.00	3.00	0.00	5.66	
2503	0	17____Mon	101.832500	8.037222	-26.00	-13.00	13.00	4.77	
2504	0	11____CMa	101.712917	-14.425833	-2.00	12.00	0.00	5.29	
2505	0	HR2505	100.240833	-71.775556	31.00	-51.00	0.00	6.51	
2506	0	18____Mon	101.965000	2.412222	-18.00	-12.00	17.00	4.47	
2507	0	HR2507	101.513750	-39.540000	3.00	14.00	0.00	6.62	
2508	0	HR2508	101.904583	-8.998333	-16.00	5.00	2.00	5.07	
2509	0	12____CMa	101.756250	-21.015556	-14.00	5.00	0.00	6.08	
2510	0	HR2510	101.550417	-37.775556	-8.00	2.00	0.00	6.21	
2511	0	43____Cam	103.425833	68.888333	3.00	8.00	2.00	5.12	
2512	0	HR2512	102.422083	32.606667	-36.00	-47.00	0.00	5.71	
2513	0	HR2513	101.358750	-52.201111	7.00	-7.00	0.00	6.57	
2514	0	HR2514	102.079167	-1.319167	-41.00	-42.00	0.00	5.75	
2515	0	HR2515	101.473750	-52.410000	-4.00	-3.00	0.00	5.80	
2516	0	58Psi7Aur	102.691250	41.781389	-24.00	-136.00	-3.00	5.02	
2517	0	HR2517	102.265417	1.001944	7.00	-4.00	0.00	6.15	
2518	0	HR2518	101.839167	-37.929722	-7.00	-15.00	0.00	5.26	
2519	0	33____Gem	102.457500	16.202778	-17.00	-12.00	0.00	5.85	
2520	0	14____Lyn	103.271250	59.448611	-6.00	-39.00	5.00	5.33	
2521	0	HR2521	102.318333	-2.271944	-9.00	-4.00	0.00	5.74	
2522	0	HR2522	102.240833	-15.144722	2.00	-4.00	4.00	5.39	
2523	0	HR2523	101.720000	-51.265833	-3.00	-97.00	18.00	5.40	
2524	0	HR2524	101.672917	-54.694722	-50.00	24.00	4.00	6.46	
2525	0	35____Gem	102.606250	13.413333	-2.00	-2.00	0.00	5.65	
2526	0	HR2526	101.827917	-55.540000	3.00	23.00	0.00	5.61	
2527	0	HR2527	105.016667	76.977500	71.00	-13.00	23.00	4.55	
2528	0	HR2528	102.433333	-24.075833	2.00	-3.00	2.00	6.33	
2529	0	36____Gem	102.887500	21.761111	-8.00	-38.00	10.00	5.27	
2530	0	HR2530	102.707917	-0.540833	30.00	-185.00	36.00	5.77	
2531	0	HR2531	100.903333	-73.118056	12.00	-93.00	0.00	6.37	
2532	0	HR2532	103.281667	44.839444	8.00	-81.00	0.00	6.26	
2533	0	HR2533	103.000000	23.601667	-40.00	-9.00	0.00	5.65	
2534	0	HR2534	102.676250	-8.041111	-6.00	0.00	0.00	6.29	
2535	0	HR2535	102.591250	-17.083889	13.00	15.00	0.00	5.79	
2536	0	HR2536	101.233750	-70.433889	7.00	7.00	0.00	6.11	
2537	0	HR2537	102.525000	-27.333889	-4.00	2.00	0.00	7.04	
2538	0	13Kap_CMa	102.460417	-32.508611	-7.00	4.00	0.00	3.96	
2539	0	59____Aur	103.256250	38.869167	5.00	8.00	0.00	6.12	
2540	0	34The_Gem	103.197083	33.961111	-2.00	-48.00	21.00	3.60	
2541	0	60____Aur	103.305833	38.438056	34.00	-176.00	5.00	6.30	
2542	0	HR2542	103.264167	35.788611	-20.00	15.00	0.00	6.01	
2543	0	HR2543	102.913750	3.041667	-10.00	-42.00	0.00	6.38	
2544	0	HR2544	102.653750	-25.778056	-6.00	14.00	0.00	6.33	
2545	0	HR2545	102.597083	-31.706111	-2.00	12.00	0.00	5.70	
2546	0	HR2546	102.490833	-45.450000	19.00	-44.00	0.00	6.55	
2547	0	61Psi8Aur	103.487500	38.505000	-10.00	-26.00	0.00	6.48	
2548	0	HR2548	102.477500	-46.614722	4.00	370.00	49.00	5.14	
2549	0	HR2549	102.718333	-34.367222	7.00	6.00	-13.00	4.99	
2550	0	Alp_Pic	102.047500	-61.941389	-69.00	269.00	52.00	3.27	
2551	0	HR2551	103.205833	8.380278	-50.00	-32.00	0.00	5.77	
2552	0	HR2552	103.095417	-5.316111	-20.00	-8.00	0.00	6.30	
2553	0	Tau_Pup	102.484167	-50.614722	36.00	-70.00	0.00	2.93	
2554	0	HR2554	102.463750	-53.622222	0.00	30.00	25.00	4.40	
2555	0	HR2555	103.343750	10.996389	11.00	-136.00	0.00	6.24	
2556	0	HR2556	103.813333	45.826389	-37.00	-67.00	0.00	6.34	
2557	0	HR2557	103.811250	43.910000	10.00	-9.00	0.00	6.13	
2558	0	HR2558	102.926250	-36.230278	-48.00	-64.00	0.00	5.96	
2559	0	Zet_Men	100.011250	-80.813611	-16.00	55.00	0.00	5.64	
2560	0	15____Lyn	104.318750	58.422500	-5.00	-135.00	14.00	4.35	
2561	0	HR2561	104.305000	57.563333	18.00	22.00	0.00	6.05	
2562	0	HR2562	102.504583	-60.249167	9.00	109.00	0.00	6.11	
2563	0	HR2563	102.886667	-48.292500	39.00	-9.00	0.00	6.42	
2564	0	38____Gem	103.661250	13.177778	78.00	-83.00	43.00	4.65	
2565	0	HR2565	103.328333	-19.032778	-49.00	3.00	0.00	5.64	
2566	0	HR2566	103.340417	-18.933333	-28.00	23.00	0.00	6.14	
2567	0	HR2567	103.250417	-26.957500	-31.00	-61.00	0.00	6.40	
2568	0	Psi9Aur	104.134583	46.274167	18.00	13.00	0.00	5.87	
2569	0	37____Gem	103.827500	25.375556	-42.00	22.00	55.00	5.73	
2570	0	HR2570	103.535417	-5.852500	-20.00	-1.00	3.00	6.41	
2571	0	15____CMa	103.387083	-20.224167	-9.00	4.00	0.00	4.83	
2572	0	HR2572	103.602500	-1.126944	3.00	-12.00	9.00	5.45	
2573	0	HR2573	104.233333	46.705000	-102.00	-90.00	0.00	5.86	
2574	0	14The_CMa	103.547500	-12.038611	-137.00	-13.00	22.00	4.07	
2575	0	HR2575	103.165417	-42.504444	-2.00	-8.00	0.00	6.52	
2576	0	HR2576	103.391250	-28.539722	274.00	-438.00	42.00	6.04	
2577	0	HR2577	103.675417	-1.756389	6.00	6.00	0.00	6.21	
2578	0	HR2578	103.480417	-24.539167	-27.00	-12.00	0.00	6.21	
2579	0	HR2579	103.196250	-43.975833	-5.00	1.00	0.00	6.46	
2580	0	16Omi1CMa	103.532917	-24.183889	-8.00	13.00	2.00	3.87	
2581	0	HR2581	105.339583	70.808056	17.00	-19.00	0.00	5.68	
2582	0	HR2582	103.745000	-2.803611	-16.00	2.00	0.00	6.04	
2583	0	HR2583	103.554167	-23.928333	-9.00	3.00	0.00	6.91	
2584	0	HR2584	103.894167	8.324722	-19.00	17.00	0.00	6.29	
2585	0	16____Lyn	104.404583	45.094167	-21.00	-4.00	6.00	4.90	
2586	0	HR2586	104.252083	33.681111	-19.00	0.00	0.00	5.89	
2587	0	HR2587	103.195417	-54.090000	-19.00	16.00	0.00	6.57	
2588	0	17____CMa	103.761250	-20.404722	-3.00	-4.00	0.00	5.74	
2589	0	HR2589	104.107500	9.956389	-15.00	-14.00	0.00	5.92	
2590	0	19Pi__CMa	103.905833	-20.136389	47.00	43.00	34.00	4.68	
2591	0	HR2591	103.611250	-42.365556	2.00	14.00	0.00	6.32	
2592	0	HR2592	103.189167	-59.341111	-12.00	39.00	0.00	6.41	
2593	0	18Mu__CMa	104.027500	-14.043611	-1.00	5.00	-2.00	5.00	
2594	0	HR2594	103.509583	-50.611667	-49.00	218.00	-3.00	6.26	
2595	0	HR2595	103.945000	-22.941389	-17.00	3.00	0.00	5.30	
2596	0	20Iot_CMa	104.034167	-17.054167	-3.00	2.00	5.00	4.37	
2597	0	HR2597	104.357083	11.907500	19.00	0.00	0.00	6.27	
2598	0	HR2598	103.978333	-31.790000	-6.00	13.00	0.00	6.36	
2599	0	HR2599	104.250417	-8.178889	-7.00	2.00	0.00	6.34	
2600	0	62____Aur	104.761667	38.052222	-43.00	-122.00	0.00	6.00	
2601	0	39____Gem	104.697500	26.081111	-168.00	93.00	25.00	6.10	
2602	0	Iot_Vol	102.862500	-70.963333	1.00	23.00	0.00	5.40	
2603	0	HR2603	104.311667	-22.203333	-6.00	-15.00	0.00	6.61	
2604	0	HR2604	104.190417	-35.341667	-1.00	-3.00	0.00	6.29	
2605	0	40____Gem	104.866250	25.914167	-11.00	-8.00	0.00	6.40	
2606	0	HR2606	104.662500	7.621944	-16.00	-30.00	0.00	6.27	
2607	0	HR2607	104.391250	-24.630556	-58.00	106.00	16.00	5.46	
2608	0	HR2608	104.066667	-48.721111	6.00	10.00	-3.00	4.95	
2609	0	HR2609	115.127083	87.020000	-45.00	-28.00	3.00	5.07	
2610	0	HR2610	104.737500	3.602222	-2.00	-4.00	0.00	5.97	
2611	0	HR2611	104.426667	-27.537500	-34.00	5.00	0.00	6.23	
2612	0	HR2612	104.323333	-35.507500	-37.00	8.00	69.00	6.23	
2613	0	HR2613	104.833750	7.316944	-19.00	-11.00	0.00	6.35	
2614	0	HR2614	104.531667	-27.164722	6.00	-8.00	0.00	6.37	
2615	0	41____Gem	105.065833	16.078889	-7.00	-5.00	0.00	5.68	
2616	0	HR2616	104.649583	-25.413889	-10.00	15.00	0.00	5.59	
2617	0	HR2617	106.465833	70.731944	37.00	-8.00	0.00	6.50	
2618	0	21Eps_CMa	104.656250	-28.972222	4.00	3.00	1.00	1.50	*
2619	0	HR2619	104.604583	-34.111667	-6.00	5.00	0.00	5.06	
2620	0	HR2620	105.321667	32.414444	11.00	-20.00	0.00	6.59	
2621	0	HR2621	104.682500	-30.997778	4.00	21.00	0.00	6.42	
2622	0	HR2622	105.075000	-5.366944	-118.00	88.00	0.00	6.30	
2623	0	HR2623	104.913750	-21.603333	-2.00	-10.00	0.00	6.26	
2624	0	HR2624	105.098750	-8.406944	-9.00	1.00	0.00	5.96	
2625	0	HR2625	105.033750	-20.158889	-28.00	-8.00	0.00	6.31	
2626	0	HR2626	104.674167	-45.768056	-5.00	-21.00	0.00	6.22	
2627	0	HR2627	105.163750	-9.203056	-7.00	-6.00	0.00	6.49	
2628	0	HR2628	105.080417	-22.119444	-6.00	-18.00	0.00	6.53	
2629	0	HR2629	105.422500	4.818056	-6.00	-1.00	0.00	6.63	
2630	0	42Ome_Gem	105.603333	24.215278	-9.00	-1.00	12.00	5.18	
2631	0	HR2631	105.606250	17.755556	16.00	31.00	0.00	5.94	
2632	0	HR2632	105.572500	15.336111	0.00	-16.00	0.00	5.74	
2633	0	HR2633	105.479167	5.557500	-41.00	10.00	0.00	6.59	
2634	0	HR2634	104.665000	-55.729444	-73.00	-90.00	0.00	6.27	
2635	0	HR2635	105.639583	16.674167	17.00	-15.00	0.00	5.82	
2636	0	HR2636	105.470417	-1.345556	10.00	-27.00	0.00	6.17	
2637	0	HR2637	105.177500	-28.489444	-6.00	-34.00	0.00	6.27	
2638	0	HR2638	104.650833	-56.394722	-30.00	-28.00	0.00	6.45	
2639	0	HR2639	105.485000	-5.722222	-16.00	1.00	-3.00	5.20	
2640	0	HR2640	105.274583	-25.215278	-8.00	21.00	0.00	5.63	
2641	0	HR2641	105.207500	-33.465278	19.00	91.00	0.00	6.40	
2642	0	HR2642	106.505417	59.801944	26.00	1.00	0.00	6.44	
2643	0	HR2643	105.876667	29.337222	153.00	-826.00	59.00	5.93	
2644	0	HR2644	106.415833	52.758056	-24.00	-72.00	11.00	6.12	
2645	0	HR2645	106.287500	47.775000	-1.00	-4.00	0.00	6.38	
2646	0	22Sig_CMa	105.429583	-27.934722	-5.00	5.00	24.00	3.47	
2647	0	HR2647	105.824583	9.138333	-23.00	6.00	0.00	5.97	
2648	0	19____Mon	105.728333	-4.239167	-3.00	3.00	0.00	4.99	
2649	0	HR2649	105.908333	10.951667	-8.00	-19.00	11.00	5.13	
2650	0	43Zet_Gem	106.027083	20.570278	-9.00	0.00	-6.00	3.79	
2651	0	HR2651	105.965000	12.594444	2.00	1.00	0.00	5.98	
2652	0	HR2652	105.214583	-51.402500	-15.00	16.00	-14.00	5.14	
2653	0	24Omi2CMa	105.756250	-23.833333	-4.00	3.00	0.00	3.02	
2654	0	HR2654	106.084167	1.488333	2.00	-12.00	0.00	6.57	
2655	0	HR2655	106.021667	-5.323611	-7.00	9.00	0.00	5.62	
2656	0	HR2656	105.988750	-10.124167	-25.00	-11.00	0.00	6.45	
2657	0	23Gam_CMa	105.939583	-15.633333	-2.00	-8.00	0.00	4.12	
2658	0	HR2658	105.565000	-43.404167	15.00	-12.00	0.00	6.43	
2659	0	44____Gem	106.326667	22.637222	-6.00	-13.00	0.00	6.02	
2660	0	HR2660	106.548333	34.473889	-55.00	-48.00	36.00	5.55	
2661	0	HR2661	105.271250	-58.940000	-58.00	144.00	0.00	6.02	
2662	0	HR2662	104.960417	-67.916111	-33.00	241.00	37.00	5.17	
2663	0	HR2663	106.412917	9.185833	48.00	-20.00	0.00	5.78	
2664	0	HR2664	106.196250	-22.032222	20.00	-58.00	0.00	6.09	
2665	0	HR2665	106.842917	34.009444	-28.00	-25.00	0.00	5.91	
2666	0	HR2666	106.011667	-42.337222	-8.00	72.00	25.00	5.20	
2667	0	HR2667	105.988750	-43.608056	-105.00	386.00	52.00	5.54	
2668	0	HR2668	105.995000	-43.611667	-109.00	371.00	52.00	6.79	
2669	0	HR2669	106.854167	28.177222	6.00	20.00	0.00	6.48	
2670	0	HR2670	106.457083	-10.661111	0.00	-29.00	0.00	6.49	
2671	0	HR2671	106.839167	22.703611	3.00	-2.00	0.00	7.68	
2672	0	HR2672	105.973750	-49.583889	-45.00	146.00	20.00	4.93	
2673	0	HR2673	107.055417	33.832222	-10.00	-30.00	0.00	6.28	
2674	0	HR2674	105.815000	-59.178056	22.00	9.00	14.00	5.50	
2675	0	HR2675	107.151250	37.445000	-8.00	-13.00	0.00	6.16	
2676	0	HR2676	106.776667	4.910278	-33.00	-20.00	0.00	6.11	
2677	0	HR2677	106.383333	-34.777778	-43.00	41.00	34.00	6.14	
2678	0	HR2678	106.669583	-11.294167	-11.00	-5.00	0.00	5.39	
2679	0	HR2679	106.649583	-12.393889	-18.00	7.00	0.00	6.48	
2680	0	HR2680	106.502500	-30.655556	0.00	9.00	0.00	6.34	
2681	0	HR2681	108.492083	71.816667	25.00	20.00	0.00	6.35	
2682	0	HR2682	106.956250	7.471111	7.00	-36.00	0.00	5.75	
2683	0	HR2683	106.076250	-56.749722	5.00	-1.00	-15.00	5.17	
2684	0	45____Gem	107.091667	15.930833	-8.00	-99.00	7.00	5.44	
2685	0	HR2685	106.509583	-38.382778	14.00	17.00	0.00	6.11	
2686	0	HR2686	106.717917	-24.960556	-31.00	7.00	0.00	6.08	
2687	0	HR2687	106.318750	-50.360278	-11.00	32.00	0.00	6.46	
2688	0	HR2688	106.750417	-26.657778	16.00	-32.00	0.00	6.62	
2689	0	The_Men	104.143333	-79.420278	-7.00	0.00	0.00	5.45	
2690	0	HR2690	106.844167	-23.840278	-5.00	23.00	0.00	5.71	
2691	0	HR2691	106.779583	-40.893333	-7.00	4.00	0.00	5.79	
2692	0	HR2692	107.527917	21.246944	-167.00	-478.00	29.00	6.43	
2693	0	25Del_CMa	107.097917	-26.393333	-3.00	4.00	-11.00	1.84	
2694	0	HR2694	107.334583	-10.347222	5.00	-20.00	0.00	6.21	
2695	0	HR2695	107.205417	-24.044167	-13.00	-9.00	0.00	6.65	
2696	0	63____Aur	107.913750	39.320556	44.00	3.00	23.00	4.90	
2697	0	46Tau_Gem	107.785000	30.245278	-30.00	-45.00	7.00	4.41	
2698	0	HR2698	106.805417	-51.967778	-8.00	57.00	0.00	5.96	
2699	0	HR2699	107.388333	-16.234722	-22.00	-9.00	0.00	6.03	
2700	0	47____Gem	107.846250	26.856667	-23.00	-36.00	0.00	5.78	
2701	0	20____Mon	107.557083	-4.237222	0.00	215.00	30.00	4.92	
2702	0	HR2702	107.212917	-39.655833	-9.00	2.00	0.00	4.83	
2703	0	HR2703	108.347500	51.428889	6.00	14.00	3.00	5.47	
2704	0	HR2704	107.428750	-25.231111	-12.00	6.00	0.00	5.69	
2705	0	HR2705	107.538750	-18.685278	-10.00	16.00	0.00	6.23	
2706	0	48____Gem	108.110000	24.128333	-22.00	-48.00	0.00	5.85	
2707	0	21____Mon	107.848333	-0.301944	-31.00	-11.00	21.00	5.45	
2708	0	HR2708	107.580833	-27.491389	-3.00	9.00	0.00	5.46	
2709	0	HR2709	111.341250	81.257500	-5.00	-26.00	0.00	6.31	
2710	0	HR2710	107.963750	5.654722	-17.00	-8.00	0.00	6.09	
2711	0	HR2711	108.204167	27.224722	10.00	-104.00	27.00	6.43	
2712	0	HR2712	106.558750	-68.837222	-4.00	8.00	0.00	6.47	
2713	0	HR2713	108.030833	5.474722	-36.00	5.00	0.00	6.16	
2714	0	22Del_Mon	107.966250	-0.492778	-1.00	5.00	16.00	4.15	
2715	0	18____Lyn	108.978750	59.637500	-101.00	-259.00	42.00	5.20	
2716	0	HR2716	107.923333	-20.883056	-3.00	22.00	0.00	5.84	
2717	0	51____Gem	108.342917	16.158889	13.00	-42.00	11.00	5.00	
2718	0	26____CMa	108.050833	-25.942500	-9.00	11.00	0.00	5.92	
2719	0	HR2719	107.697917	-48.932222	-12.00	192.00	31.00	5.14	
2720	0	HR2720	108.017083	-30.821667	-39.00	15.00	0.00	6.10	
2721	0	HR2721	108.958750	47.240000	30.00	-183.00	37.00	5.58	
2722	0	HR2722	108.610833	24.710833	3.00	-16.00	0.00	6.89	
2723	0	HR2723	108.280000	-11.251389	-3.00	8.00	0.00	5.78	
2724	0	HR2724	108.100417	-27.474167	-25.00	8.00	0.00	6.59	
2725	0	52____Gem	108.674583	24.885000	47.00	-92.00	0.00	5.82	
2726	0	HR2726	108.107083	-36.544444	-22.00	4.00	4.00	5.96	
2727	0	HR2727	108.065833	-40.498889	-18.00	-15.00	9.00	5.31	
2728	0	HR2728	108.635833	12.115833	-50.00	-20.00	0.00	5.62	
2729	0	HR2729	108.583333	3.111389	-6.00	-2.00	0.00	5.35	
2730	0	HR2730	108.349583	-22.673333	6.00	-8.00	0.00	6.01	
2731	0	HR2731	108.545833	-3.901389	-15.00	7.00	0.00	5.75	
2732	0	HR2732	108.564583	-9.947500	-4.00	4.00	0.00	5.90	
2733	0	HR2733	108.451250	-22.906389	-12.00	-17.00	0.00	6.36	
2734	0	HR2734	108.401250	-27.356389	-25.00	6.00	0.00	6.12	
2735	0	Gam1Vol	107.175833	-70.497222	7.00	101.00	16.00	5.69	
2736	0	Gam2Vol	107.187083	-70.498889	23.00	106.00	16.00	3.78	
2737	0	HR2737	109.390417	52.130833	-1.00	-25.00	0.00	5.92	
2738	0	53____Gem	108.987917	27.897500	-16.00	1.00	8.00	5.71	
2739	0	HR2739	108.617500	-10.316667	-4.00	-11.00	0.00	6.03	
2740	0	HR2740	108.140000	-46.759444	-132.00	103.00	48.00	4.49	
2741	0	HR2741	108.446250	-31.083889	-14.00	-2.00	0.00	6.60	
2742	0	HR2742	112.768333	82.411389	-6.00	-42.00	1.00	4.96	
2743	0	HR2743	108.488333	-30.340000	-15.00	-6.00	0.00	6.33	
2744	0	24____Mon	108.830417	-0.161389	-20.00	-2.00	11.00	6.41	
2745	0	27____CMa	108.563333	-26.352500	-9.00	7.00	0.00	4.66	
2746	0	HR2746	108.305833	-45.183056	-19.00	-99.00	10.00	4.89	
2747	0	HR2747	108.914167	7.977778	29.00	7.00	0.00	5.82	
2748	0	HR2748	108.385000	-44.639722	114.00	330.00	22.00	5.10	
2749	0	28Ome_CMa	108.702917	-26.772778	-8.00	6.00	0.00	3.85	
2750	0	HR2750	108.712917	-27.038056	-49.00	-30.00	0.00	5.58	
2751	0	HR2751	109.632917	49.465000	-4.00	14.00	8.00	5.05	
2752	0	HR2752	108.929583	-10.583889	11.00	-7.00	0.00	5.95	
2753	0	64____Aur	109.509167	40.883333	-15.00	13.00	0.00	5.78	
2754	0	HR2754	108.008333	-63.190000	-3.00	0.00	5.00	6.02	
2755	0	HR2755	108.947917	-23.740556	17.00	7.00	0.00	6.32	
2756	0	HR2756	108.837500	-30.686389	-18.00	13.00	0.00	5.36	
2757	0	HR2757	109.517083	30.955833	-4.00	-28.00	0.00	6.24	
2758	0	HR2758	109.060417	-15.585833	-50.00	-15.00	41.00	5.46	
2759	0	HR2759	108.737917	-41.425833	9.00	22.00	0.00	5.94	
2760	0	HR2760	109.324167	6.680556	1.00	-15.00	0.00	6.65	
2761	0	HR2761	108.691250	-46.849722	-18.00	-8.00	0.00	5.72	
2762	0	HR2762	108.659167	-48.271667	4.00	4.00	0.00	4.76	
2763	0	54Lam_Gem	109.523333	16.540278	-48.00	-37.00	47.00	3.58	
2764	0	HR2764	109.153333	-23.315556	-10.00	2.00	19.00	4.79	
2765	0	HR2765	109.382083	-6.680000	-14.00	11.00	0.00	6.29	
2766	0	HR2766	109.145833	-27.881111	-10.00	43.00	12.00	4.64	
2767	0	HR2767	108.837500	-52.499722	-58.00	103.00	0.00	5.97	
2768	0	HR2768	109.238333	-30.896667	5.00	-21.00	0.00	6.32	
2769	0	HR2769	109.132500	-38.318889	-15.00	5.00	0.00	5.80	
2770	0	HR2770	109.206250	-36.592778	1.00	-2.00	0.00	5.03	
2771	0	HR2771	109.064583	-46.774444	9.00	35.00	0.00	5.66	
2772	0	47____Cam	110.571667	59.901944	3.00	14.00	15.00	6.35	
2773	0	Pi__Pup	109.285833	-37.097500	-9.00	4.00	32.00	2.70	
2774	0	HR2774	109.449583	-26.797500	-10.00	1.00	0.00	6.46	
2775	0	HR2775	110.262917	42.655556	-19.00	-46.00	0.00	6.35	
2776	0	HR2776	110.322917	45.228056	-48.00	4.00	0.00	5.77	
2777	0	55Del_Gem	110.030833	21.982222	-26.00	-12.00	61.00	3.53	
2778	0	HR2778	109.843333	2.740556	0.00	-13.00	0.00	5.89	
2779	0	HR2779	109.948333	7.142778	60.00	-63.00	0.00	5.91	
2780	0	HR2780	110.028750	15.142778	11.00	-17.00	0.00	6.45	
2781	0	29____CMa	109.667917	-24.558889	-6.00	0.00	0.00	4.98	
2782	0	30Tau_CMa	109.676667	-24.954167	-9.00	10.00	0.00	4.40	
2783	0	19____Lyn	110.712083	55.284444	4.00	-24.00	11.00	6.53	
2784	0	19____Lyn	110.717083	55.281389	-3.00	-29.00	11.00	5.45	
2785	0	HR2785	109.758333	-19.280278	8.00	2.00	0.00	6.09	
2786	0	HR2786	109.713333	-26.585833	-17.00	8.00	17.00	5.28	
2787	0	HR2787	109.576667	-36.734167	-3.00	1.00	0.00	4.66	
2788	0	HR2788	109.867083	-16.395000	157.00	-132.00	40.00	5.70	
2789	0	HR2789	109.517500	-43.986667	-15.00	1.00	0.00	5.85	
